,Shortest,Common,Jaccard,PA1,PA2,katz
"(38007, 12573)",0.0,0,14,0.0,0.01678456838871529,-100
"(8445, 38141)",0.0,0,70,0.0,0.02617189276883843,-100
"(5517, 8621)",0.0,0,19,0.0,0.03366601890833359,-100
"(43478, 43482)",0.0,0,1,0.0,0.016021633461955502,-100
"(38535, 38709)",0.0,0,315,0.0,0.033024904372420234,-3
"(1251, 6142)",0.0,0,2,0.0,0.015258698535195715,-100
"(7983, 46741)",0.0,0,0,0.0,0.015258698535195715,-100
"(14711, 5936)",0.0,0,8,0.0,0.016868491230658866,-100
"(8468, 38175)",0.0,0,54,0.0,0.023567256328094727,-100
"(35535, 35536)",0.0,0,0,0.0,0.015258698535195715,-100
"(9492, 8569)",0.0,0,9,0.0,0.01963327528847327,-100
"(38702, 38730)",0.0,0,204,0.0,0.029277745237721357,-100
"(38108, 38782)",0.0,0,234,0.0,0.0407962320686189,-100
"(41843, 8478)",0.0,0,16,0.0,0.022057211667552167,-100
"(10148, 10150)",0.0,0,0,0.0,0.015258698535195715,-100
"(8416, 8565)",0.0,0,60,0.0,0.02135489512505014,-3
"(38041, 38252)",0.0,0,110,0.0,0.031952882137578006,-4
"(27640, 43482)",0.0,0,1,0.0,0.015258698535195715,-100
"(38046, 38252)",0.0,0,80,0.0,0.031613971184412774,-100
"(38607, 38715)",0.058823529411764705,2,320,0.7002970321173494,0.03470759357753927,-3
"(11627, 38788)",0.0,0,17,0.0,0.03069089694894364,-100
"(38042, 38259)",0.0,0,117,0.0,0.02829663088028596,-3
"(47082, 47088)",0.0,0,0,0.0,0.01678456838871529,-100
"(11105, 13909)",0.0,0,0,0.0,0.015258698535195715,-100
"(38027, 38223)",0.0,0,209,0.0,0.03527377272886911,-3
"(23760, 23763)",0.0,0,0,0.0,0.016021633461955502,-100
"(15634, 38265)",0.0,0,0,0.0,0.0219616275712455,-100
"(34345, 34421)",0.0,0,0,0.0,0.016021633461955502,-100
"(33689, 22028)",0.0,0,1,0.0,0.016021633461955502,-100
"(38738, 38848)",0.03225806451612903,1,240,0.36926937306885504,0.05422129600516684,-4
"(38549, 38601)",0.03333333333333333,1,228,0.4170323914242463,0.01974613681676069,-100
"(38666, 8590)",0.0,0,210,0.0,0.03130211423181247,-100
"(3069, 11781)",0.0,0,0,0.0,0.015258698535195715,-100
"(38169, 38242)",0.02631578947368421,1,378,0.3459762562611936,0.04793425592780391,-100
"(8424, 8653)",0.0,0,91,0.0,0.02086093045006905,-3
"(21660, 8653)",0.0,0,84,0.0,0.021623865376828838,-100
"(4783, 38756)",0.0,0,10,0.0,0.024588401270789272,-100
"(38729, 38794)",0.0,0,255,0.0,0.042582576794326164,-100
"(38672, 8572)",0.0,0,120,0.0,0.0277284018143601,-100
"(11944, 38205)",0.0,0,12,0.0,0.023297577149552735,-100
"(37997, 12106)",0.0,0,20,0.0,0.018386731734910837,-100
"(6659, 24974)",0.0,0,0,0.0,0.016021633461955502,-100
"(3200, 5864)",0.0,0,1,0.0,0.01609792695463148,-100
"(38621, 38711)",0.0,0,210,0.0,0.02524807124623788,-100
"(34868, 32117)",0.0,0,2,0.0,0.016021633461955502,-100
"(27505, 33422)",0.0,0,11,0.0,0.01678456838871529,-100
"(5616, 8622)",0.0,0,10,0.0,0.024342710208291617,-100
"(8432, 8616)",0.1111111111111111,2,96,0.7484058606430383,0.026567923553714522,-2
"(38082, 43816)",0.0,0,18,0.0,0.02587785397834821,-100
"(831, 17797)",0.0,0,0,0.0,0.015258698535195715,-100
"(25899, 25926)",0.0,0,0,0.0,0.016021633461955502,-100
"(31947, 31948)",0.0,0,0,0.0,0.01678456838871529,-100
"(8473, 28233)",0.0,0,14,0.0,0.016860861881391267,-100
"(4677, 38112)",0.0,0,8,0.0,0.019862104115806665,-100
"(1263, 42415)",0.0,0,0,0.0,0.015258698535195715,-100
"(38015, 35386)",0.0,0,9,0.0,0.016021633461955502,-100
"(26495, 34925)",0.0,0,0,0.0,0.016021633461955502,-100
"(38753, 8504)",0.0,0,110,0.0,0.029593499826499406,-100
"(7161, 31829)",0.0,0,0,0.0,0.015258698535195715,-100
"(38801, 38857)",0.0,0,170,0.0,0.050051233274442705,-100
"(35972, 46586)",0.0,0,0,0.0,0.015258698535195715,-100
"(37990, 37992)",0.0,0,91,0.0,0.015258698535195715,-100
"(38547, 38699)",0.08,2,180,0.729943133291096,0.023829719462106994,-3
"(45460, 45462)",0.0,0,0,0.0,0.015258698535195715,-100
"(1223, 17067)",0.0,0,1,0.0,0.016021633461955502,-100
"(8461, 8521)",0.0,0,24,0.0,0.018801844628560837,-100
"(38029, 38184)",0.0,0,162,0.0,0.025594767294206656,-3
"(14298, 42213)",0.0,0,0,0.0,0.015258698535195715,-100
"(23013, 38059)",0.0,0,99,0.0,0.016021633461955502,-100
"(23239, 23240)",0.0,0,0,0.0,0.015258698535195715,-100
"(18382, 32581)",0.0,0,2,0.0,0.016021633461955502,-100
"(8246, 38849)",0.0,0,198,0.0,0.03205468093395238,-3
"(4613, 38798)",0.0,0,22,0.0,0.04114221722145227,-100
"(4117, 44602)",0.0,0,1,0.0,0.016021633461955502,-100
"(8505, 8562)",0.0,0,104,0.0,0.0275056788696858,-100
"(38616, 10208)",0.0,0,17,0.0,0.023166491432816544,-100
"(38218, 38305)",0.0,0,80,0.0,0.038109781721173575,-4
"(8453, 8650)",0.0,0,32,0.0,0.021596855306056997,-5
"(42104, 4215)",0.0,0,0,0.0,0.015258698535195715,-100
"(38011, 38259)",0.05,1,108,0.3789231816899512,0.02516032578750792,-3
"(35434, 44037)",0.0,0,0,0.0,0.016021633461955502,-100
"(38100, 38863)",0.0,0,224,0.0,0.046036030335105387,-100
"(8414, 8553)",0.038461538461538464,1,170,0.5581106265512472,0.022075314144992066,-2
"(39998, 40008)",0.0,0,1,0.0,0.016021633461955502,-100
"(38029, 38203)",0.0,0,306,0.0,0.031557433594120624,-3
"(38536, 38877)",0.0,0,221,0.0,0.04344487982967171,-3
"(17689, 17698)",0.0,0,0,0.0,0.015258698535195715,-100
"(38552, 38217)",0.0,0,240,0.0,0.03658441313115957,-100
"(13189, 13801)",0.0,0,2,0.0,0.015258698535195715,-100
"(40005, 14083)",0.0,0,2,0.0,0.017547503315475076,-100
"(8434, 14696)",0.0,0,18,0.0,0.01831043824223486,-100
"(38536, 38727)",0.05263157894736842,1,91,0.3396232718951086,0.02318232073038347,-2
"(28673, 28674)",0.0,0,0,0.0,0.015258698535195715,-100
"(38647, 38740)",0.0,0,225,0.0,0.031683778067013155,-100
"(48175, 48184)",0.0,0,0,0.0,0.015258698535195715,-100
"(38118, 38689)",0.0,0,130,0.0,0.03069845641337195,-100
"(25777, 25778)",0.0,0,0,0.0,0.015258698535195715,-100
"(21831, 38773)",0.0,0,14,0.0,0.02307894944883155,-100
"(8495, 8514)",0.045454545454545456,1,120,0.48089834696298783,0.02473032202913896,-100
"(37995, 38178)",0.0,0,234,0.0,0.0261542416437012,-3
"(45195, 8647)",0.0,0,9,0.0,0.026347118604558056,-100
"(8438, 1670)",0.0,0,9,0.0,0.01762379680815105,-100
"(38057, 38173)",0.0,0,160,0.0,0.029277011393503354,-3
"(8627, 38672)",0.0,0,105,0.0,0.027587268496407018,-100
"(38613, 38657)",0.04,1,144,0.33380820069533407,0.021039489281456464,-100
"(8414, 10230)",0.0,0,10,0.0,0.01678456838871529,-100
"(38535, 38864)",0.0,0,240,0.0,0.03710274700818092,-3
"(34564, 41956)",0.0,0,1,0.0,0.015258698535195715,-100
"(3516, 8683)",0.0,0,0,0.0,0.015258698535195715,-100
"(38062, 38865)",0.0,0,285,0.0,0.048523306792499755,-100
"(38083, 51255)",0.0,0,12,0.0,0.019402961057354874,-100
"(38777, 50088)",0.0,0,14,0.0,0.030524278796836248,-100
"(26881, 38747)",0.0,0,20,0.0,0.032765763209666066,-100
"(38797, 9522)",0.0,0,14,0.0,0.03492306719083299,-100
"(38582, 15497)",0.0,0,22,0.0,0.02066440529460877,-100
"(15404, 33422)",0.0,0,1,0.0,0.016021633461955502,-100
"(38584, 35941)",0.0,0,21,0.0,0.019422110724016544,-100
"(38070, 38019)",0.0,0,256,0.0,0.019309882996290176,-100
"(8407, 8427)",0.0,0,108,0.0,0.01609792695463148,-100
"(44246, 44248)",0.0,0,0,0.0,0.016021633461955502,-100
"(8446, 8620)",0.0,0,110,0.0,0.026017156740755422,-100
"(35750, 35751)",0.0,0,0,0.0,0.015258698535195715,-100
"(1649, 8430)",0.0,0,36,0.0,0.017547503315475076,-100
"(7517, 38238)",0.0,0,15,0.0,0.02783618133391884,-100
"(38764, 15329)",0.0,0,14,0.0,0.02662080386284827,-100
"(7517, 38291)",0.0,0,13,0.0,0.032794007243759096,-100
"(10755, 31421)",0.0,0,0,0.0,0.015258698535195715,-100
"(38142, 38839)",0.0,0,270,0.0,0.04724852410288653,-100
"(16233, 23831)",0.0,0,0,0.0,0.015258698535195715,-100
"(7846, 38125)",0.0,0,26,0.0,0.019199370514124854,-100
"(1947, 50743)",0.0,0,0,0.0,0.015258698535195715,-100
"(38019, 8564)",0.0,0,144,0.0,0.02456620432758988,-100
"(38525, 38737)",0.0,0,221,0.0,0.023935753531510937,-3
"(31381, 38248)",0.0,0,78,0.0,0.02706988183361464,-100
"(38579, 38843)",0.0,0,225,0.0,0.0346312129958414,-3
"(8598, 41327)",0.0,0,0,0.0,0.023587490293133003,-100
"(12378, 22964)",0.0,0,0,0.0,0.016021633461955502,-100
"(10790, 19804)",0.0,0,0,0.0,0.015258698535195715,-100
"(32405, 32408)",0.0,0,0,0.0,0.015258698535195715,-100
"(3195, 35972)",0.0,0,0,0.0,0.015258698535195715,-100
"(19397, 43922)",0.0,0,1,0.0,0.016021633461955502,-100
"(2582, 2782)",0.0,0,0,0.0,0.015258698535195715,-100
"(8416, 28333)",0.0,0,6,0.0,0.016021633461955502,-100
"(38537, 38272)",0.0,0,120,0.0,0.03303193477199423,-100
"(38185, 38763)",0.0,0,130,0.0,0.036489826526493546,-100
"(25905, 25935)",0.0,0,6,0.0,0.016868491230658866,-100
"(38007, 38228)",0.0,0,224,0.0,0.028168094159657476,-3
"(8608, 38223)",0.0,0,152,0.0,0.03946037813946344,-100
"(38064, 38129)",0.03333333333333333,1,220,0.36067376022224085,0.02662924312094607,-100
"(7609, 38239)",0.0,0,10,0.0,0.02926075478371331,-100
"(27424, 51018)",0.0,0,1,0.0,0.016701484775191143,-100
"(37999, 27417)",0.0,0,22,0.0,0.01762379680815105,-100
"(8548, 38849)",0.0,0,132,0.0,0.0358411269754612,-100
"(38520, 38833)",0.0,0,208,0.0,0.03848455368289492,-4
"(8414, 8474)",0.0,0,80,0.0,0.01763905550668625,-100
"(38138, 31208)",0.0,0,13,0.0,0.020965429364701416,-100
"(51801, 51802)",0.0,0,0,0.0,0.015258698535195715,-100
"(26543, 28122)",0.0,0,4,0.0,0.017547503315475076,-100
"(1050, 1052)",0.0,0,0,0.0,0.015258698535195715,-100
"(32439, 33275)",0.0,0,1,0.0,0.016021633461955502,-100
"(38569, 38839)",0.0,0,234,0.0,0.0400153786919529,-3
"(38771, 8694)",0.0,0,40,0.0,0.03327464743571936,-100
"(17091, 38285)",0.0,0,28,0.0,0.031308975580265394,-100
"(38563, 38759)",0.03333333333333333,1,238,0.3898712452512801,0.0327017755903315,-3
"(5614, 38752)",0.0,0,108,0.0,0.031542424276124935,-100
"(7558, 38812)",0.0,0,0,0.0,0.033564280040497704,-100
"(8525, 42926)",0.0,0,18,0.0,0.021623964573628016,-100
"(857, 8429)",0.0,0,30,0.0,0.016860861881391263,-100
"(38189, 38226)",0.0,0,160,0.0,0.03957342992083354,-100
"(2790, 13472)",0.0,0,0,0.0,0.015258698535195715,-100
"(6301, 38686)",0.0,0,19,0.0,0.02678925627073593,-100
"(47011, 38800)",0.0,0,12,0.0,0.031538195831362956,-100
"(38580, 8573)",0.0,0,170,0.0,0.02356861820508574,-100
"(38525, 38713)",0.04,1,153,0.3789231816899512,0.021648858186619525,-3
"(38541, 38860)",0.041666666666666664,1,150,0.3396232718951086,0.036507245894888074,-3
"(38189, 2200)",0.0,0,10,0.0,0.024876535494259513,-100
"(38125, 38182)",0.0,0,156,0.0,0.026813996755058293,-100
"(701, 32053)",0.0,0,2,0.0,0.016021633461955502,-100
"(19742, 31703)",0.0,0,0,0.0,0.015258698535195715,-100
"(37353, 37357)",0.0,0,0,0.0,0.015258698535195715,-100
"(38101, 38175)",0.0,0,126,0.0,0.026882437465344026,-100
"(34390, 20324)",0.0,0,1,0.0,0.016860861881391267,-100
"(38809, 39423)",0.0,0,12,0.0,0.027025113132545048,-100
"(38519, 38548)",0.0,0,224,0.0,0.01915729601093822,-100
"(11095, 38278)",0.0,0,22,0.0,0.029839297982172726,-100
"(6692, 6693)",0.0,0,0,0.0,0.015258698535195715,-100
"(3567, 38294)",0.0,0,165,0.0,0.03138597895337332,-100
"(38598, 8614)",0.0,0,112,0.0,0.027069950818190715,-100
"(2491, 32605)",0.0,0,0,0.0,0.01678456838871529,-100
"(26642, 25939)",0.0,0,2,0.0,0.016860861881391263,-100
"(38263, 38305)",0.0,0,120,0.0,0.05168329519356021,-100
"(36927, 38748)",0.0,0,42,0.0,0.031060715891344372,-100
"(8634, 51437)",0.0,0,0,0.0,0.028731762316668318,-100
"(42084, 47463)",0.0,0,1,0.0,0.016021633461955502,-100
"(43644, 6430)",0.0,0,1,0.0,0.016021633461955502,-100
"(3728, 43454)",0.0,0,6,0.0,0.01678456838871529,-100
"(14152, 26434)",0.0,0,0,0.0,0.015258698535195715,-100
"(9203, 9205)",0.0,0,0,0.0,0.015258698535195715,-100
"(32564, 41133)",0.0,0,0,0.0,0.015258698535195715,-100
"(49221, 49222)",0.0,0,0,0.0,0.01678456838871529,-100
"(572, 7635)",0.0,0,0,0.0,0.015258698535195715,-100
"(38037, 38834)",0.0,0,252,0.0,0.037072417781380866,-100
"(38679, 38134)",0.0,0,210,0.0,0.028038353314092785,-100
"(15422, 8622)",0.0,0,0,0.0,0.024342710208291617,-100
"(38512, 38729)",0.0,0,285,0.0,0.02190790786584663,-3
"(38758, 38608)",0.0,0,55,0.0,0.02198773904963125,-100
"(38541, 38762)",0.0,0,80,0.0,0.02542413700464773,-3
"(38527, 38607)",0.03333333333333333,1,240,0.3898712452512801,0.02413286005864411,-100
"(38609, 38820)",0.0,0,208,0.0,0.036277823618621904,-4
"(33846, 33847)",0.0,0,0,0.0,0.015258698535195715,-100
"(42361, 44775)",0.0,0,0,0.0,0.015258698535195715,-100
"(33050, 37503)",0.0,0,0,0.0,0.015258698535195715,-100
"(37989, 6933)",0.0,0,11,0.0,0.016021633461955502,-100
"(589, 8528)",0.0,0,21,0.0,0.02129127314227922,-100
"(32126, 11770)",0.0,0,15,0.0,0.016174220447307458,-100
"(38081, 38132)",0.0,0,144,0.0,0.021964940585647554,-100
"(38550, 8569)",0.0,0,135,0.0,0.022334827864129672,-100
"(10153, 38621)",0.0,0,14,0.0,0.01791183602333487,-100
"(49134, 49732)",0.0,0,0,0.0,0.015258698535195715,-100
"(8427, 8622)",0.0,0,90,0.0,0.024342710208291617,-3
"(38084, 38249)",0.0,0,160,0.0,0.03822122038345194,-4
"(46562, 46565)",0.0,0,0,0.0,0.01609792695463148,-100
"(8466, 8573)",0.0,0,100,0.0,0.020872940228365385,-100
"(923, 38253)",0.0,0,18,0.0,0.026092024201242403,-100
"(23478, 18632)",0.0,0,1,0.0,0.016021633461955502,-100
"(45568, 46208)",0.0,0,0,0.0,0.015258698535195715,-100
"(35906, 35907)",0.0,0,0,0.0,0.015258698535195715,-100
"(47819, 47822)",0.0,0,1,0.0,0.016021633461955502,-100
"(3099, 38214)",0.0,0,90,0.0,0.028563599824052825,-100
"(8427, 8639)",0.0,0,135,0.0,0.029981627360839848,-4
"(8469, 8568)",0.041666666666666664,1,150,0.43429448190325176,0.028413538672104194,-2
"(8540, 38266)",0.0,0,154,0.0,0.034472197543684614,-100
"(5104, 38179)",0.0,0,16,0.0,0.029535414164947357,-100
"(8537, 38706)",0.0,0,77,0.0,0.026674844557858873,-100
"(38603, 38833)",0.0,0,104,0.0,0.03806204032045535,-3
"(38546, 38626)",0.030303030303030304,1,288,0.36067376022224085,0.02208107039746228,-100
"(29963, 38738)",0.03125,1,252,0.35295612386476116,0.02536979090678594,-2
"(38537, 8778)",0.0,0,10,0.0,0.01678456838871529,-100
"(3761, 3763)",0.0,0,0,0.0,0.015258698535195715,-100
"(2219, 2224)",0.0,0,2,0.0,0.017547503315475076,-100
"(8455, 45741)",0.0,0,8,0.0,0.018386731734910837,-100
"(38028, 38091)",0.04,1,168,0.40242960438184466,0.02035940847739485,-100
"(37989, 38172)",0.0,0,110,0.0,0.01969980699824396,-100
"(11083, 38798)",0.0,0,66,0.0,0.04114221722145227,-100
"(792, 793)",0.0,0,0,0.0,0.015258698535195715,-100
"(8243, 38661)",0.11764705882352941,2,88,0.8241657271545318,0.017443956116387743,-4
"(881, 7140)",0.0,0,0,0.0,0.015258698535195715,-100
"(8436, 8471)",0.0,0,48,0.0,0.01702870756527842,-100
"(38551, 7103)",0.0,0,12,0.0,0.01694478472333484,-100
"(11943, 17359)",0.0,0,0,0.0,0.015258698535195715,-100
"(6388, 48873)",0.0,0,0,0.0,0.016021633461955502,-100
"(1290, 7749)",0.0,0,2,0.0,0.016021633461955502,-100
"(38527, 37478)",0.0,0,15,0.0,0.018775828547558326,-100
"(35647, 35648)",0.0,0,0,0.0,0.015258698535195715,-100
"(38746, 38750)",0.0,0,196,0.0,0.0409115016407863,-100
"(38128, 38277)",0.0,0,176,0.0,0.0371956679504268,-4
"(38046, 38713)",0.0,0,72,0.0,0.02157256469394355,-100
"(38618, 38646)",0.041666666666666664,1,150,0.40242960438184466,0.02310732682106173,-100
"(12446, 13288)",0.0,0,0,0.0,0.015258698535195715,-100
"(38618, 38843)",0.07142857142857142,2,225,0.8513268733274981,0.03779696875007523,-4
"(38117, 38144)",0.03225806451612903,1,252,0.36926937306885504,0.03092199829239663,-2
"(10225, 12568)",0.0,0,1,0.0,0.01609792695463148,-100
"(42301, 42309)",0.0,0,0,0.0,0.016021633461955502,-100
"(38735, 38831)",0.0,0,136,0.0,0.03558795336763455,-100
"(8566, 35585)",0.0,0,8,0.0,0.02191083272947535,-100
"(29768, 29378)",0.0,0,13,0.0,0.016021633461955502,-100
"(38822, 38126)",0.0,0,195,0.0,0.036431759007534065,-100
"(38066, 38087)",0.0,0,154,0.0,0.027650774398628827,-100
"(644, 23145)",0.0,0,0,0.0,0.015258698535195715,-100
"(41705, 41708)",0.0,0,0,0.0,0.015258698535195715,-100
"(37983, 38116)",0.0,0,176,0.0,0.019748601096574125,-4
"(8512, 1370)",0.0,0,10,0.0,0.020437062374597435,-100
"(41466, 38834)",0.0,0,0,0.0,0.03539396094250934,-100
"(42784, 38304)",0.0,0,15,0.0,0.03948428443073687,-100
"(29687, 34098)",0.0,0,0,0.0,0.01609792695463148,-100
"(5569, 14736)",0.0,0,2,0.0,0.016937155374067245,-100
"(18641, 45903)",0.0,0,0,0.0,0.016021633461955502,-100
"(38606, 44375)",0.0,0,52,0.0,0.023150070174039958,-100
"(25937, 25939)",0.0,0,2,0.0,0.01762379680815105,-100
"(38557, 38835)",0.0,0,336,0.0,0.03477025465139928,-3
"(42068, 5269)",0.0,0,2,0.0,0.016021633461955502,-100
"(8714, 42323)",0.0,0,1,0.0,0.016021633461955502,-100
"(8588, 8655)",0.0,0,91,0.0,0.03463146729731119,-100
"(38129, 14250)",0.0,0,11,0.0,0.02051760898535092,-100
"(38674, 38223)",0.0,0,247,0.0,0.03996940405016198,-100
"(8460, 38261)",0.0,0,143,0.0,0.03117089522271523,-100
"(38548, 38650)",0.0,0,266,0.0,0.029614456893631916,-3
"(38096, 38180)",0.045454545454545456,1,76,0.33380820069533407,0.030776584589071752,-3
"(38731, 24373)",0.0,0,11,0.0,0.02826723550109496,-100
"(10268, 38244)",0.0,0,12,0.0,0.027748088648245007,-100
"(38699, 38261)",0.0,0,132,0.0,0.035071228528003096,-100
"(4313, 38835)",0.0,0,16,0.0,0.03316046195593614,-100
"(11691, 36552)",0.0,0,0,0.0,0.015258698535195715,-100
"(38094, 15705)",0.0,0,17,0.0,0.02323250861164328,-100
"(29829, 8511)",0.0,0,54,0.0,0.022989711323176083,-100
"(8768, 16486)",0.0,0,6,0.0,0.01762379680815105,-100
"(38512, 38270)",0.0,0,247,0.0,0.028351749602348066,-100
"(11337, 42276)",0.0,0,8,0.0,0.016021633461955502,-100
"(38025, 38069)",0.0,0,176,0.0,0.021254909298571576,-100
"(37989, 27173)",0.0,0,11,0.0,0.016021633461955502,-100
"(15891, 15894)",0.0,0,0,0.0,0.016021633461955502,-100
"(8538, 38618)",0.0,0,195,0.0,0.03085266661144473,-100
"(38658, 42407)",0.0,0,16,0.0,0.02541390550559608,-100
"(38219, 19804)",0.0,0,0,0.0,0.03175507303130014,-100
"(38197, 38252)",0.043478260869565216,1,140,0.3898712452512801,0.041610887025446464,-100
"(25904, 25932)",0.0,0,8,0.0,0.016021633461955502,-100
"(10264, 13383)",0.0,0,0,0.0,0.016021633461955502,-100
"(38575, 38657)",0.0,0,64,0.0,0.020609720407863408,-100
"(38511, 38302)",0.0,0,224,0.0,0.041803859452350704,-100
"(51108, 51109)",0.0,0,0,0.0,0.015258698535195715,-100
"(38041, 38239)",0.05,1,110,0.35295612386476116,0.031125535590398115,-2
"(38512, 15317)",0.0,0,19,0.0,0.016021633461955502,-100
"(26558, 42037)",0.0,0,0,0.0,0.016021633461955502,-100
"(8448, 8495)",0.0,0,80,0.0,0.02003445755493248,-100
"(38558, 38810)",0.0,0,168,0.0,0.03189194245853455,-3
"(2730, 8463)",0.0,0,36,0.0,0.017631426157418653,-100
"(1042, 1059)",0.0,0,0,0.0,0.015258698535195715,-100
"(6735, 6737)",0.0,0,0,0.0,0.015258698535195715,-100
"(38782, 38846)",0.030303030303030304,1,288,0.3898712452512801,0.055883288532843856,-100
"(11086, 11110)",0.0,0,2,0.0,0.01678456838871529,-100
"(41603, 41610)",0.0,0,2,0.0,0.016021633461955502,-100
"(9184, 30922)",0.0,0,0,0.0,0.015258698535195715,-100
"(3272, 38186)",0.0,0,32,0.0,0.02212406094898612,-100
"(14572, 8648)",0.0,0,9,0.0,0.02704242688022831,-100
"(50911, 38201)",0.0,0,9,0.0,0.023330145224154067,-100
"(32389, 32393)",0.0,0,1,0.0,0.01678456838871529,-100
"(38059, 8422)",0.0,0,110,0.0,0.01678456838871529,-100
"(38788, 38824)",0.038461538461538464,1,170,0.32351545314867247,0.046015541923639686,-2
"(35055, 50164)",0.0,0,12,0.0,0.016021633461955502,-100
"(8247, 22256)",0.0,0,16,0.0,0.01678456838871529,-100
"(8456, 6553)",0.0,0,40,0.0,0.01846302522758682,-100
"(25904, 38791)",0.0,0,56,0.0,0.03346196765158935,-100
"(8458, 8612)",0.037037037037037035,1,192,0.3898712452512801,0.03492763196019873,-2
"(38768, 14310)",0.0,0,17,0.0,0.03088040108130018,-100
"(38723, 38724)",0.0,0,65,0.0,0.02271210673846816,-100
"(8516, 30139)",0.0,0,7,0.0,0.016860861881391267,-100
"(38527, 23521)",0.0,0,15,0.0,0.018775828547558326,-100
"(33734, 33743)",0.0,0,0,0.0,0.015258698535195715,-100
"(586, 38191)",0.0,0,128,0.0,0.019648923175373305,-100
"(38712, 38699)",0.0,0,180,0.0,0.03255754024763035,-100
"(5604, 5605)",0.0,0,0,0.0,0.015258698535195715,-100
"(38108, 38135)",0.041666666666666664,1,156,0.45511961331341866,0.02331993148622751,-100
"(39028, 38210)",0.0,0,112,0.0,0.04318143504254788,-100
"(12903, 15506)",0.0,0,0,0.0,0.016021633461955502,-100
"(2720, 28353)",0.0,0,3,0.0,0.01678456838871529,-100
"(38580, 38618)",0.0,0,255,0.0,0.026041825478677276,-100
"(21913, 21919)",0.0,0,0,0.0,0.015258698535195715,-100
"(38053, 38127)",0.05263157894736842,1,75,0.33380820069533407,0.02714718647446645,-2
"(1650, 38228)",0.0,0,32,0.0,0.02740515923289769,-100
"(27854, 46276)",0.0,0,0,0.0,0.015258698535195715,-100
"(38664, 38093)",0.0,0,240,0.0,0.028565703754441653,-100
"(38025, 48781)",0.0,0,0,0.0,0.01788487314008825,-100
"(34250, 41571)",0.0,0,0,0.0,0.015258698535195715,-100
"(27210, 8632)",0.0,0,342,0.0,0.03659985971767918,-100
"(17618, 38121)",0.0,0,39,0.0,0.021033505659119378,-100
"(38760, 38863)",0.07692307692307693,2,192,0.7484058606430383,0.04799565697648563,-4
"(28120, 28121)",0.0,0,0,0.0,0.015258698535195715,-100
"(38631, 38188)",0.0,0,216,0.0,0.029424228156199342,-100
"(2593, 2892)",0.0,0,0,0.0,0.015258698535195715,-100
"(38616, 38620)",0.03333333333333333,1,238,0.33380820069533407,0.02524000360611356,-100
"(37987, 39306)",0.0,0,15,0.0,0.01770009030082703,-100
"(4860, 38842)",0.0,0,21,0.0,0.04081859388968531,-100
"(17673, 38241)",0.0,0,57,0.0,0.03780893803178566,-100
"(38343, 52736)",0.0,0,0,0.0,0.015258698535195715,-100
"(22051, 38213)",0.0,0,19,0.0,0.031027487244795406,-100
"(38539, 38617)",0.0,0,128,0.0,0.0180704265436255,-100
"(50765, 50766)",0.0,0,0,0.0,0.015258698535195715,-100
"(23013, 38068)",0.0,0,108,0.0,0.018727475257770146,-100
"(38186, 38294)",0.11764705882352941,2,88,0.7631033646040855,0.038251341367163724,-3
"(8112, 38100)",0.0,0,14,0.0,0.02182609136516625,-100
"(475, 477)",0.0,0,0,0.0,0.015258698535195715,-100
"(11317, 41074)",0.0,0,0,0.0,0.015258698535195715,-100
"(37723, 37724)",0.0,0,0,0.0,0.015258698535195715,-100
"(38021, 38186)",0.05,1,104,0.3898712452512801,0.02212406094898612,-6
"(38221, 38703)",0.0,0,272,0.0,0.038865325456432495,-100
"(46540, 46542)",0.0,0,0,0.0,0.015258698535195715,-100
"(8511, 38826)",0.0,0,288,0.0,0.04249345375740439,-100
"(27384, 38241)",0.0,0,76,0.0,0.03704600310502587,-100
"(38702, 39032)",0.02857142857142857,1,323,0.3789231816899512,0.054867949952185524,-2
"(34409, 51349)",0.0,0,0,0.0,0.015258698535195715,-100
"(38597, 38212)",0.0,0,144,0.0,0.029182141938342586,-100
"(8509, 36927)",0.0,0,18,0.0,0.018741673476757148,-100
"(24140, 24142)",0.0,0,0,0.0,0.016021633461955502,-100
"(38122, 38218)",0.05555555555555555,1,90,0.36926937306885504,0.027401480559043935,-3
"(25903, 46178)",0.0,0,2,0.0,0.01609792695463148,-100
"(38002, 38065)",0.0,0,110,0.0,0.017973602472070412,-100
"(32042, 38299)",0.0,0,12,0.0,0.03421608921510999,-100
"(9448, 9449)",0.0,0,4,0.0,0.016860861881391267,-100
"(8456, 30261)",0.0,0,20,0.0,0.01846302522758682,-100
"(38594, 8653)",0.0,0,140,0.0,0.025073635864507827,-100
"(38511, 12405)",0.0,0,16,0.0,0.017547503315475076,-100
"(29593, 38562)",0.0,0,234,0.0,0.01709905016552567,-100
"(626, 627)",0.0,0,0,0.0,0.015258698535195715,-100
"(37994, 38280)",0.0,0,168,0.0,0.03827563585498661,-3
"(4269, 25738)",0.0,0,0,0.0,0.015258698535195715,-100
"(38013, 38230)",0.08333333333333333,2,160,0.7152456293300486,0.021904900055932673,-4
"(38531, 38631)",0.0,0,198,0.0,0.01891939840501091,-100
"(4373, 8142)",0.0,0,0,0.0,0.015258698535195715,-100
"(42156, 38175)",0.0,0,9,0.0,0.02280432140133494,-100
"(572, 11648)",0.0,0,0,0.0,0.015258698535195715,-100
"(38671, 38871)",0.0,0,121,0.0,0.03662621952375424,-4
